,Education,Family,Income,Personal Loan,Mortgage,Age,Securities Account,CreditCard
2253,1,2,25,0,75,59,0,0
2254,1,2,53,0,109,46,0,0
2255,1,1,79,0,0,33,0,0
2256,2,4,13,0,76,56,0,1
2257,1,2,130,0,0,47,0,0
2258,2,2,93,0,0,59,0,0
2259,1,3,82,0,0,24,0,0
2260,2,2,15,0,92,39,0,0
2261,2,4,150,1,0,30,0,0
2262,2,2,131,1,0,55,0,1
2263,1,3,28,0,0,47,0,0
2264,2,4,9,0,0,35,0,0
2265,2,4,88,0,0,47,0,0
2266,1,1,143,0,0,38,0,0
2267,3,2,168,1,0,38,0,0
2268,2,1,105,1,0,27,1,0
2269,3,3,62,0,0,42,0,0
2270,1,4,51,0,0,26,0,0
2271,1,3,101,0,0,60,0,1
2272,1,3,90,0,0,27,0,0
2273,3,4,83,0,0,27,0,1
2274,3,2,21,0,0,40,0,0
2275,1,1,115,0,0,40,0,0
2276,1,4,172,1,0,29,0,0
2277,2,2,32,0,0,30,0,0
2278,1,2,204,0,0,30,0,0
2279,1,4,34,0,0,47,0,1
2280,3,2,30,0,132,33,0,0
2281,2,3,31,0,0,57,0,1
2282,1,2,90,0,0,38,0,1
2283,3,4,79,0,0,54,0,0
2284,1,4,22,0,0,47,0,1
2285,3,1,114,1,0,48,0,0
2286,3,1,42,0,128,62,0,0
2287,3,1,29,0,90,30,0,0
2288,2,3,72,0,0,35,0,0
2289,3,1,68,0,95,59,0,0
2290,3,4,78,0,0,38,0,0
2291,1,1,90,0,323,47,0,0
2292,2,2,170,1,0,57,0,0
2293,2,2,14,0,0,42,0,0
2294,1,2,129,0,0,39,0,0
2295,3,3,39,0,87,53,0,0
2296,1,2,82,0,0,27,0,1
2297,2,3,31,0,0,59,0,1
2298,2,4,9,0,0,48,0,1
2299,3,3,15,0,91,62,0,0
2300,1,3,70,0,0,66,0,0
2301,3,4,84,0,0,38,0,0
2302,1,1,155,0,0,42,0,1
2303,3,2,89,0,0,47,0,1
2304,1,3,170,1,0,27,0,0
2305,1,2,185,0,0,32,0,1
2306,1,2,82,0,0,37,0,0
2307,1,3,60,0,0,56,0,0
2308,2,2,58,0,0,39,0,0
2309,1,1,29,0,81,36,0,0
2310,1,2,32,0,0,32,0,0
2311,2,4,115,0,0,62,0,1
2312,2,2,83,0,0,48,0,0
2313,2,3,54,0,0,58,0,1
2314,3,4,112,0,0,27,1,0
2315,2,2,182,1,0,52,0,0
2316,1,2,112,0,0,54,0,0
2317,3,3,129,1,319,31,1,1
2318,2,1,23,0,112,60,0,0
2319,1,2,198,0,422,34,0,0
2320,3,4,84,0,0,46,0,0
2321,3,3,39,0,0,41,0,0
2322,1,1,129,0,0,62,0,0
2323,2,2,113,0,315,31,0,0
2324,3,1,35,0,114,41,0,0
2325,3,1,85,0,0,55,0,0
2326,1,4,73,0,0,45,0,0
2327,3,1,70,0,0,51,1,0
2328,1,3,130,1,192,27,0,0
2329,1,1,39,0,0,30,0,0
2330,2,4,72,0,242,31,0,1
2331,3,4,68,0,0,61,0,0
2332,3,1,35,0,0,40,0,1
2333,1,3,61,0,0,45,1,1
2334,1,4,69,0,0,45,0,0
2335,2,1,59,0,0,37,0,0
2336,3,2,99,0,217,34,0,0
2337,2,1,201,1,0,43,0,1
2338,1,2,130,0,0,42,0,1
2339,2,3,72,0,0,56,0,0
2340,1,1,44,0,0,33,0,0
2341,3,1,91,0,289,36,0,0
2342,1,3,92,0,310,62,0,0
2343,1,1,55,0,168,58,0,1
2344,1,3,20,0,102,65,0,1
2345,1,1,89,1,299,65,0,0
2346,2,2,59,0,239,52,0,1
2347,3,3,8,0,87,64,0,1
2348,1,4,85,0,0,51,0,1
2349,1,1,94,0,76,59,1,0
2350,1,2,22,0,0,52,0,1
2351,3,2,74,0,0,55,0,1
2352,2,3,59,0,0,46,0,0
2353,2,4,12,0,0,61,0,1
2354,2,1,8,0,0,35,0,0
2355,3,3,74,0,0,56,0,1
2356,2,4,184,1,0,31,0,1
2357,2,4,34,0,0,44,0,0
2358,3,2,63,0,0,53,1,0
2359,2,2,123,1,0,36,0,1
2360,3,2,85,0,0,27,0,0
2361,3,3,109,1,0,36,1,0
2362,3,1,31,0,0,40,0,0
2363,2,2,61,0,90,39,0,0
2364,1,2,88,0,0,59,0,1
2365,2,2,22,0,0,43,0,0
2366,2,4,63,0,0,30,1,0
2367,1,4,80,0,0,26,0,1
2368,1,3,78,0,0,48,0,1
2369,1,4,45,0,93,50,0,0
2370,3,4,51,0,0,33,0,1
2371,3,2,111,0,0,32,0,0
2372,1,3,45,0,153,34,0,1
2373,2,2,184,1,0,33,0,0
2374,2,2,41,0,112,32,1,0
2375,3,4,69,0,0,55,1,1
2376,1,3,23,0,0,58,0,0
2377,1,2,160,0,0,47,0,0
2378,2,1,61,0,251,30,1,0
2379,1,2,110,0,182,42,0,0
2380,3,2,50,0,0,40,0,0
2381,2,1,49,0,0,33,0,0
2382,2,4,185,1,428,46,0,1
2383,1,2,52,0,0,63,0,1
2384,1,2,53,0,0,62,0,0
2385,2,4,125,1,0,43,0,0
2386,1,3,72,0,0,31,0,0
2387,3,4,51,0,0,28,0,1
2388,1,3,23,0,0,64,1,0
2389,3,1,41,0,0,27,0,1
2390,1,3,41,0,108,33,0,0
2391,2,1,138,1,0,39,0,0
2392,1,2,138,0,0,44,0,1
2393,1,4,14,0,0,53,0,1
2394,1,2,145,0,505,42,0,0
2395,2,3,25,0,0,44,0,1
2396,1,1,43,0,142,34,0,1
2397,2,1,93,0,309,47,0,0
2398,1,2,90,0,217,53,1,1
2399,3,2,41,0,154,62,1,0
2400,3,2,169,1,106,61,0,1
2401,3,2,63,0,0,42,0,0
2402,2,3,23,0,95,48,0,0
2403,1,4,140,1,0,38,0,0
2404,3,1,75,0,0,41,0,0
2405,2,4,13,0,78,57,1,0
2406,3,1,10,0,81,31,0,0
2407,2,1,100,0,0,39,0,0
2408,1,3,85,0,203,48,0,0
2409,1,3,73,0,219,55,0,0
2410,1,2,130,0,0,29,0,1
2411,2,3,65,0,0,47,0,0
2412,1,4,59,0,148,61,0,0
2413,3,2,31,0,0,60,0,0
2414,1,1,134,0,0,34,0,0
2415,1,4,11,0,106,45,0,1
2416,3,1,32,0,80,60,0,0
2417,3,2,53,0,0,25,0,1
2418,1,1,28,0,0,41,0,1
2419,3,2,44,0,0,63,0,0
2420,1,1,40,0,118,63,0,1
2421,2,3,40,0,0,43,0,0
2422,1,2,163,0,400,58,0,0
2423,3,1,82,0,0,50,0,0
2424,2,4,89,0,0,38,0,0
2425,2,4,78,0,0,54,0,1
2426,3,3,55,0,197,61,0,0
2427,2,4,34,0,0,29,0,0
2428,2,4,108,1,301,39,0,1
2429,2,4,58,0,0,33,0,1
2430,1,4,73,0,0,23,0,0
2431,1,4,54,0,0,56,0,0
2432,2,4,45,0,0,54,0,1
2433,2,1,123,1,0,37,1,0
2434,1,1,93,0,267,38,0,0
2435,2,4,102,0,0,34,0,0
2436,1,3,39,0,0,53,0,0
2437,2,4,114,0,0,65,0,1
2438,3,1,29,0,0,62,0,1
2439,2,3,30,0,144,51,0,1
2440,3,1,22,0,0,31,0,0
2441,1,2,38,0,186,64,0,1
2442,1,2,41,0,0,39,0,0
2443,3,4,161,1,422,28,0,1
2444,2,3,38,0,0,60,0,1
2445,3,1,25,0,0,47,0,0
2446,1,4,70,0,218,25,0,0
2447,1,2,201,0,0,44,0,1
2448,3,2,42,0,0,51,0,1
2449,1,1,64,0,0,31,0,0
2450,3,4,28,0,0,32,0,0
2451,1,1,119,0,208,51,0,1
2452,3,1,28,0,0,25,0,0
2453,3,3,60,0,0,43,0,0
2454,2,1,23,0,0,54,0,0
2455,3,4,164,1,0,34,0,0
2456,1,2,39,0,0,54,0,1
2457,3,2,19,0,85,42,0,1
2458,3,2,72,0,0,46,0,1
2459,3,3,41,0,0,62,0,1
2460,2,2,32,0,130,31,0,0
2461,2,1,69,0,0,30,0,0
2462,1,3,23,0,0,52,0,0
2463,1,4,44,0,0,35,0,0
2464,2,3,32,0,165,60,0,0
2465,1,2,25,0,123,58,0,0
2466,3,2,80,0,0,24,0,0
2467,2,1,83,0,230,40,1,0
2468,1,1,133,0,0,49,0,1
2469,2,1,89,0,307,43,0,1
2470,3,2,81,0,187,33,0,1
2471,2,2,44,0,85,36,0,0
2472,1,2,119,0,0,62,0,0
2473,1,4,39,0,147,57,0,0
2474,3,2,40,0,0,64,0,0
2475,1,3,79,0,183,52,0,0
2476,2,4,30,0,0,54,0,0
2477,3,1,179,1,0,40,0,0
2478,1,2,178,0,0,30,0,0
2479,2,4,82,0,0,55,0,0
2480,2,2,50,0,0,39,0,0
2481,2,2,64,0,0,55,0,0
2482,1,1,129,0,0,28,0,1
2483,1,4,68,0,0,44,1,0
2484,3,1,30,0,112,46,1,0
2485,1,3,48,0,0,61,0,1
2486,1,1,130,0,257,61,0,0
2487,3,1,40,0,0,45,1,0
2488,1,2,105,0,0,38,0,0
2489,1,4,41,0,0,29,0,0
2490,3,3,168,1,118,52,0,0
2491,1,2,80,0,0,38,0,0
2492,1,2,134,0,0,28,0,0
2493,3,1,49,0,0,34,0,0
2494,1,2,63,0,0,35,0,0
2495,1,4,70,0,212,46,0,1
2496,2,3,32,0,141,63,0,0
2497,3,3,14,0,114,33,0,0
2498,1,2,111,0,326,38,0,0
2499,2,4,38,0,144,53,1,0
2500,1,2,121,0,341,28,0,0
2501,3,4,90,0,0,44,0,0
2502,2,2,178,1,0,58,0,0
2503,2,4,20,0,79,38,0,1
2504,1,2,61,0,229,48,0,1
2505,1,4,43,0,0,33,0,0
2506,2,1,39,0,0,66,0,1
2507,1,4,60,0,234,59,0,1
2508,1,3,63,0,0,40,1,0
2509,3,4,8,0,81,36,0,1
2510,2,4,52,0,0,62,0,1
2511,1,4,92,1,0,51,0,1
2512,1,2,111,0,298,58,0,0
2513,3,1,71,0,0,52,0,0
2514,2,2,25,0,91,41,1,0
2515,3,1,34,0,156,31,0,0
2516,3,3,74,0,0,28,0,0
2517,1,2,120,0,0,57,0,1
2518,2,4,50,0,0,61,0,1
2519,1,2,10,0,0,60,0,1
2520,2,4,45,0,113,56,0,0
2521,1,4,29,0,0,49,0,1
2522,1,2,145,0,0,63,0,0
2523,1,2,100,0,0,49,0,0
2524,1,3,24,0,0,49,0,0
2525,1,1,60,0,0,32,0,1
2526,2,4,50,0,0,26,0,0
2527,2,3,43,0,0,27,0,0
2528,1,3,79,0,0,57,0,1
2529,2,3,44,0,0,29,0,1
2530,3,4,31,0,0,56,0,0
2531,1,2,14,0,107,59,0,0
2532,1,4,19,0,106,53,0,1
2533,2,1,111,1,0,54,0,0
2534,2,1,90,0,0,56,0,0
2535,3,2,21,0,129,50,0,0
2536,2,1,104,1,0,51,0,0
2537,2,1,75,0,0,53,0,0
2538,1,2,175,0,297,37,0,1
2539,1,1,98,1,171,32,1,0
2540,1,4,41,0,153,49,0,0
2541,2,2,171,1,569,34,0,0
2542,2,4,79,0,0,54,0,0
2543,2,4,24,0,0,64,0,0
2544,2,1,90,1,0,58,0,0
2545,2,3,39,0,0,25,0,0
2546,1,2,9,0,0,50,1,0
2547,2,2,15,0,90,38,0,0
2548,1,1,80,0,0,48,0,0
2549,3,1,63,0,79,41,0,1
2550,3,1,20,0,102,32,0,0
2551,3,2,43,0,0,46,1,1
2552,3,1,65,0,0,39,0,0
2553,2,2,91,0,151,39,0,0
2554,1,1,53,0,0,63,0,0
2555,2,3,110,0,0,58,0,0
2556,1,3,82,0,103,28,0,0
2557,3,4,23,0,0,36,0,0
2558,1,2,172,0,0,43,0,0
2559,1,2,88,0,0,36,0,0
2560,3,2,71,0,0,44,0,0
2561,3,1,180,1,144,31,1,0
2562,3,2,39,0,184,45,0,1
2563,3,1,94,0,0,39,0,1
2564,2,3,25,0,0,43,0,0
2565,3,2,10,0,102,40,0,0
2566,1,1,42,0,184,30,0,0
2567,1,2,142,0,0,58,0,1
2568,1,2,34,0,0,46,0,0
2569,1,1,139,0,0,35,0,0
2570,1,2,154,0,207,30,0,0
2571,3,2,40,0,89,34,0,0
2572,3,1,33,0,140,62,0,1
2573,1,2,80,0,0,58,0,1
2574,2,3,10,0,100,45,0,0
2575,3,3,41,0,0,42,0,0
2576,1,4,30,0,118,60,0,1
2577,3,1,78,0,190,55,0,0
2578,1,1,164,0,0,45,0,1
2579,3,1,23,0,0,52,0,0
2580,1,1,149,0,0,31,0,0
2581,3,4,25,0,0,60,0,0
2582,3,1,42,0,0,33,0,0
2583,1,1,71,0,185,37,0,1
2584,2,3,114,1,0,59,0,0
2585,2,1,70,0,0,51,0,1
2586,1,4,149,1,0,47,0,1
2587,2,4,55,0,0,60,0,0
2588,1,1,29,0,0,61,0,0
2589,1,1,123,0,0,64,0,1
2590,3,1,152,1,374,46,0,1
2591,2,4,8,0,0,31,0,0
2592,1,4,69,0,245,57,0,0
2593,3,4,161,1,310,48,0,0
2594,2,1,79,0,0,48,0,0
2595,1,1,105,0,0,35,0,0
2596,1,3,39,0,0,33,0,0
2597,1,1,163,0,0,47,0,0
2598,1,1,9,0,0,46,0,0
2599,3,4,71,0,0,44,0,1
2600,3,3,51,0,0,42,0,0
2601,3,1,32,0,167,50,0,0
2602,1,4,161,1,0,52,0,1
2603,1,1,60,0,0,53,0,0
2604,2,4,35,0,0,37,0,0
2605,2,4,41,0,0,64,0,0
2606,1,2,73,0,216,46,0,0
2607,1,4,49,0,214,57,1,1
2608,1,2,79,0,194,61,0,1
2609,1,2,120,0,0,42,1,0
2610,1,2,60,0,0,40,0,0
2611,2,3,78,0,0,33,0,0
2612,2,4,40,0,131,50,0,0
2613,3,2,110,1,204,52,1,0
2614,3,4,160,1,0,35,1,0
2615,1,4,68,0,191,57,0,1
2616,3,2,49,0,103,56,0,0
2617,1,2,65,0,0,44,0,0
2618,2,3,55,0,145,23,0,0
2619,1,3,62,0,98,33,0,1
2620,1,1,152,0,0,48,0,0
2621,2,3,42,0,0,45,0,0
2622,2,4,39,0,0,54,0,0
2623,1,3,111,1,0,42,1,1
2624,1,3,82,0,0,47,0,0
2625,2,4,108,0,0,61,0,0
2626,3,2,59,0,0,53,0,0
2627,1,3,61,0,193,56,0,0
2628,2,4,78,0,0,33,1,0
2629,3,2,18,0,0,44,0,0
2630,3,4,113,0,0,63,0,1
2631,2,1,62,0,0,47,0,0
2632,1,1,81,0,248,50,0,0
2633,1,3,13,0,106,49,0,0
2634,1,1,75,0,194,34,0,0
2635,3,2,33,0,89,40,0,0
2636,1,1,179,0,0,38,0,0
2637,2,3,69,0,0,51,0,0
2638,3,1,45,0,0,28,0,0
2639,2,3,59,0,0,52,0,0
2640,1,2,81,0,0,39,0,0
2641,1,1,133,0,212,29,0,0
2642,3,2,81,0,0,54,0,0
2643,2,4,14,0,86,63,0,1
2644,3,2,28,0,0,40,0,0
2645,1,2,93,0,0,36,0,0
2646,3,3,191,1,123,45,0,0
2647,1,1,155,0,0,61,0,0
2648,1,2,155,0,0,26,0,0
2649,1,4,68,0,0,33,0,0
2650,1,2,52,0,226,64,0,0
2651,3,1,51,0,0,43,0,0
2652,1,4,44,0,180,24,0,0
2653,1,2,121,0,408,30,0,0
2654,1,4,49,0,204,60,1,0
2655,3,2,42,0,78,50,1,0
2656,1,1,144,0,0,40,0,0
2657,2,1,72,0,0,31,0,0
2658,1,1,44,0,109,30,0,0
2659,3,3,43,0,175,60,0,0
2660,2,1,74,0,144,39,1,0
2661,1,1,145,0,0,66,0,0
2662,1,2,158,0,0,65,0,0
2663,1,4,78,0,0,54,0,0
2664,2,1,154,1,352,54,0,0
2665,3,2,105,0,0,35,0,0
2666,2,3,100,0,0,32,0,0
2667,2,1,58,0,0,63,0,0
2668,1,1,113,0,406,60,0,0
2669,2,2,10,0,0,43,1,1
2670,1,2,142,0,0,59,0,0
2671,1,1,128,0,0,62,0,0
2672,3,3,131,1,0,30,0,0
2673,2,4,88,0,122,54,0,0
2674,1,2,101,0,0,30,0,0
2675,3,2,70,0,0,31,0,1
2676,1,1,122,0,0,44,1,0
2677,1,3,70,0,0,32,0,0
2678,3,2,148,1,0,63,0,0
2679,3,2,43,0,166,57,0,0
2680,3,1,31,0,0,60,0,0
2681,3,2,35,0,0,37,0,0
2682,3,4,81,0,0,53,0,0
2683,3,1,19,0,98,51,0,0
2684,3,4,98,0,129,30,1,1
2685,3,4,101,0,0,28,0,0
2686,3,2,81,0,0,50,0,0
2687,1,1,135,0,452,52,0,0
2688,2,2,34,0,0,56,0,0
2689,1,1,104,0,249,40,0,0
2690,2,3,29,0,0,64,0,0
2691,2,2,119,1,0,61,0,0
2692,2,2,82,0,0,46,0,1
2693,1,1,62,0,0,55,0,0
2694,1,3,85,0,0,45,0,1
2695,2,2,8,0,0,40,0,0
2696,3,4,78,0,0,63,0,0
2697,2,3,44,0,0,57,0,0
2698,1,2,122,0,0,38,0,1
2699,2,3,22,0,114,37,0,0
2700,2,4,39,0,0,31,0,1
2701,2,1,55,0,0,50,0,0
2702,1,2,144,0,158,42,0,0
2703,2,1,71,0,0,51,0,1
2704,1,2,191,0,0,38,0,0
2705,2,1,22,0,100,53,0,0
2706,1,1,158,0,0,43,0,0
2707,3,3,131,1,0,35,0,1
2708,2,1,75,0,160,49,0,1
2709,2,3,69,0,170,28,0,0
2710,1,2,39,0,0,51,0,0
2711,1,4,34,0,0,39,0,1
2712,1,1,32,0,0,31,0,0
2713,1,1,129,0,0,44,0,0
2714,1,3,158,1,432,46,0,1
2715,1,1,54,0,0,42,0,0
2716,2,1,34,0,0,41,0,0
2717,2,4,45,0,0,23,0,1
2718,3,2,68,0,0,59,1,0
2719,2,1,53,0,0,47,0,0
2720,1,1,32,0,0,48,0,1
2721,3,2,173,1,0,58,0,0
2722,1,4,31,0,0,58,0,0
2723,1,2,72,0,144,54,0,0
2724,2,4,30,0,157,49,0,1
2725,1,1,138,0,0,63,0,0
2726,2,1,18,0,127,62,0,0
2727,1,1,69,0,220,45,0,1
2728,1,3,58,0,247,39,0,0
2729,1,4,63,0,0,58,0,0
2730,1,2,43,0,0,56,1,0
2731,3,1,28,0,0,29,0,0
2732,3,1,38,0,133,33,0,0
2733,2,3,72,0,147,55,0,0
2734,1,4,64,0,0,56,0,0
2735,2,3,70,0,165,36,0,0
2736,1,1,12,0,0,53,0,0
2737,1,2,159,0,0,57,0,0
2738,3,2,103,0,0,35,0,0
2739,3,1,42,0,0,43,0,0
2740,3,2,48,0,142,54,0,0
2741,1,1,49,0,0,29,0,0
2742,1,2,89,0,0,39,0,0
2743,2,4,22,0,0,32,0,1
2744,1,2,10,0,86,51,0,0
2745,2,1,38,0,120,50,0,1
2746,3,2,49,0,95,54,0,1
2747,3,2,30,0,0,38,0,1
2748,2,1,82,0,240,32,0,1
2749,3,1,82,0,312,62,0,0
2750,2,1,24,0,0,57,0,0
2751,1,4,32,0,156,47,0,1
2752,3,3,34,0,111,51,0,0
2753,2,2,195,1,477,54,0,0
2754,1,4,61,0,119,26,0,0
2755,2,3,22,0,0,37,0,1
2756,3,4,40,0,0,27,0,0
2757,1,2,50,0,205,63,0,0
2758,3,2,35,0,0,62,1,1
2759,2,3,64,0,0,59,0,0
2760,1,3,49,0,0,32,0,0
2761,2,4,44,0,192,35,0,1
2762,1,2,65,0,0,56,0,0
2763,1,4,13,0,0,55,0,0
2764,3,1,84,0,105,31,0,1
2765,2,4,28,0,101,54,0,0
2766,1,3,108,0,0,58,0,0
2767,1,1,59,0,144,48,0,0
2768,1,1,163,0,396,48,0,0
2769,3,2,183,1,582,33,0,0
2770,3,4,69,0,0,36,0,0
2771,1,1,115,0,0,41,0,0
2772,1,4,130,1,0,55,0,1
2773,2,2,185,1,358,63,0,0
2774,1,2,118,0,0,53,0,0
2775,1,1,163,0,0,38,0,0
2776,1,2,140,0,380,46,0,1
2777,2,2,91,0,0,59,0,1
2778,3,4,61,0,0,56,0,1
2779,2,4,168,1,0,59,0,0
2780,2,3,69,0,0,39,0,0
2781,1,1,22,0,104,47,0,0
2782,1,1,53,0,213,47,0,0
2783,2,2,25,0,0,53,0,1
2784,2,4,115,1,0,36,0,0
2785,3,4,31,0,85,34,1,1
2786,3,1,83,0,0,36,0,1
2787,1,2,152,0,0,60,0,0
2788,1,1,30,0,0,45,0,0
2789,3,1,34,0,0,27,0,1
2790,3,1,44,0,0,47,0,1
2791,1,2,182,0,0,44,0,0
2792,1,3,44,0,117,54,0,0
2793,1,2,122,0,153,57,1,1
2794,1,4,35,0,0,52,0,0
2795,3,1,91,0,0,51,0,0
2796,2,2,30,0,0,57,0,0
2797,3,1,53,0,0,65,0,0
2798,3,1,28,0,0,58,0,0
2799,2,4,85,0,200,64,0,0
2800,2,2,28,0,90,52,0,1
2801,1,4,41,0,177,58,0,0
2802,3,1,154,1,0,52,1,0
2803,3,1,41,0,0,43,0,0
2804,1,3,33,0,0,56,0,0
2805,3,3,182,1,0,37,0,0
2806,3,2,59,0,0,53,0,0
2807,1,2,129,0,0,27,1,0
2808,3,3,35,0,136,53,0,0
2809,2,3,185,1,0,42,1,1
2810,2,4,45,0,201,58,0,0
2811,2,4,62,0,145,36,0,0
2812,3,3,183,1,467,53,0,1
2813,3,2,14,0,0,48,0,0
2814,3,1,53,0,0,54,0,1
2815,3,3,48,0,169,26,0,0
2816,1,2,128,0,0,50,0,0
2817,1,1,105,0,331,31,0,0
2818,1,3,40,0,0,35,0,1
2819,1,2,10,0,0,63,0,0
2820,1,2,102,0,303,29,0,0
2821,2,3,31,0,0,57,0,0
2822,1,4,30,0,158,30,0,0
2823,3,1,21,0,0,33,1,0
2824,1,2,44,0,0,62,0,0
2825,3,1,48,0,164,35,0,0
2826,2,3,21,0,0,37,0,0
2827,2,4,84,0,0,37,0,1
2828,2,3,64,0,230,35,0,0
2829,1,1,82,0,138,35,0,0
2830,1,4,39,0,0,59,0,0
2831,3,2,45,0,0,53,0,1
2832,3,4,133,1,0,45,0,1
2833,1,2,152,0,0,46,0,0
2834,1,1,12,0,91,40,1,0
2835,1,3,32,0,149,42,0,0
2836,1,4,74,0,204,25,0,0
2837,2,2,54,0,159,39,0,1
2838,2,3,181,1,0,30,0,1
2839,3,2,75,0,0,58,0,0
2840,1,3,95,0,240,41,1,0
2841,2,4,190,1,565,37,0,0
2842,1,1,90,0,0,36,0,0
2843,1,4,20,0,134,27,0,1
2844,3,3,64,0,0,60,0,0
2845,3,2,85,0,98,62,0,0
2846,2,4,105,0,0,67,0,0
2847,1,1,21,0,0,44,0,0
2848,2,2,78,0,0,24,0,0
2849,1,2,158,0,132,45,0,1
2850,1,1,125,0,219,58,0,0
2851,2,3,81,0,0,61,0,0
2852,1,1,183,0,0,54,0,1
2853,2,4,54,0,0,28,0,0
2854,3,4,79,0,212,49,0,0
2855,2,1,38,0,136,35,0,0
2856,2,4,172,1,295,36,0,0
2857,1,3,184,1,0,34,0,0
2858,1,2,158,0,114,36,0,1
2859,3,1,188,1,282,35,0,0
2860,3,4,20,0,0,27,0,0
2861,3,4,60,0,151,42,0,1
2862,3,4,113,0,0,65,0,0
2863,1,4,70,0,0,29,0,1
2864,3,2,84,0,0,65,0,1
2865,3,2,23,0,0,59,0,0
2866,1,2,141,0,0,46,1,1
2867,1,3,110,0,264,59,0,0
2868,1,4,31,0,0,52,0,1
2869,1,1,22,0,80,60,0,0
2870,1,1,91,0,0,43,1,0
2871,3,4,82,0,252,65,0,0
2872,1,1,23,0,0,50,0,0
2873,1,1,35,0,0,48,1,0
2874,3,1,114,1,0,49,0,0
2875,2,3,18,0,0,58,0,1
2876,3,2,80,0,238,24,0,0
2877,3,2,74,0,0,58,0,1
2878,2,4,122,1,0,45,0,0
2879,2,3,73,0,0,42,0,0
2880,1,2,40,0,0,64,0,0
2881,3,4,55,0,0,49,0,0
2882,2,1,69,0,0,55,1,1
2883,2,4,92,0,0,40,0,0
2884,3,4,48,0,0,28,0,1
2885,3,4,113,1,327,57,0,0
2886,2,1,58,0,0,50,0,0
2887,1,2,109,0,0,40,0,0
2888,2,3,39,0,0,55,0,1
2889,2,3,33,0,144,53,0,0
2890,1,4,18,0,0,48,0,1
2891,1,1,63,0,0,59,0,1
2892,2,1,43,0,0,58,0,0
2893,3,4,70,0,0,38,0,0
2894,3,1,19,0,0,49,0,0
2895,2,4,39,0,140,60,0,0
2896,1,3,81,0,0,54,0,0
2897,3,4,34,0,0,28,0,0
2898,2,1,140,1,175,27,1,0
2899,1,1,114,0,0,42,0,0
2900,3,2,55,0,151,52,0,0
2901,2,1,21,0,76,54,0,0
2902,2,4,50,0,0,56,1,0
2903,1,3,41,0,0,58,0,1
2904,1,3,190,1,0,56,0,0
2905,3,2,8,0,0,64,0,0
2906,2,2,55,0,0,35,0,0
2907,1,2,40,0,0,45,0,1
2908,2,3,22,0,0,57,0,0
2909,2,2,44,0,0,35,1,1
2910,3,3,102,1,0,46,0,0
2911,3,4,54,0,235,30,0,0
2912,2,4,130,1,0,44,0,0
2913,2,3,75,0,0,39,0,1
2914,1,2,42,0,0,42,0,0
2915,1,1,133,0,0,34,0,0
2916,2,1,40,0,0,46,0,0
2917,1,3,34,0,101,55,0,0
2918,1,1,142,0,0,28,0,0
2919,1,3,64,0,0,35,0,1
2920,3,2,44,0,170,60,0,0
2921,1,1,95,0,262,50,0,0
2922,3,1,49,0,0,52,0,0
2923,1,2,12,0,0,51,0,0
2924,3,1,98,0,0,51,0,1
2925,1,4,42,0,0,59,0,0
2926,3,2,44,0,0,53,0,1
2927,1,1,124,0,0,43,0,0
2928,1,2,175,0,0,31,0,0
2929,1,4,22,0,0,32,0,0
2930,1,4,78,0,99,41,0,0
2931,2,2,54,0,109,31,0,1
2932,1,1,154,0,0,41,0,1
2933,2,3,42,0,0,47,0,0
2934,1,2,195,0,635,37,0,0
2935,3,1,80,0,0,53,0,1
2936,2,3,81,0,0,49,0,0
2937,1,2,89,0,0,62,0,1
2938,2,3,61,0,0,33,0,0
2939,3,4,25,0,0,54,0,1
2940,2,3,43,0,163,27,0,0
2941,1,1,122,0,352,60,0,0
2942,1,1,160,0,385,29,0,0
2943,2,4,83,0,0,56,0,0
2944,3,2,79,0,0,55,0,0
2945,2,3,30,0,0,45,0,1
2946,1,1,145,0,437,33,0,0
2947,1,2,151,0,328,45,0,0
2948,3,2,14,0,98,44,0,1
2949,2,3,19,0,0,37,0,0
2950,3,1,55,0,135,42,0,0
2951,3,2,132,1,0,26,0,1
2952,1,1,182,0,0,33,0,0
2953,1,3,78,0,0,61,0,1
2954,2,1,42,0,0,31,0,1
2955,3,2,44,0,187,54,0,0
2956,3,4,195,1,522,62,0,1
2957,2,3,53,0,0,61,0,0
2958,1,3,65,0,0,66,0,0
2959,1,4,43,0,0,38,0,0
2960,3,4,38,0,0,55,0,1
2961,3,1,50,0,0,60,0,0
2962,2,2,81,0,0,23,0,0
2963,3,1,41,0,0,29,0,1
2964,1,3,73,0,0,35,0,0
2965,3,2,31,0,104,53,0,1
2966,2,3,84,0,0,32,0,1
2967,1,2,95,0,0,38,0,1
2968,1,4,162,1,301,44,0,0
2969,3,2,60,0,115,43,0,0
2970,3,2,121,1,0,54,1,0
2971,2,3,43,0,165,52,0,1
2972,2,1,38,0,182,31,0,1
2973,1,1,82,0,276,47,0,0
2974,1,4,52,0,0,42,0,0
2975,1,3,43,0,168,57,0,1
2976,2,1,82,0,0,33,1,1
2977,1,1,161,0,0,35,1,0
2978,2,2,24,0,0,56,0,0
2979,1,1,102,0,0,57,0,0
2980,2,3,53,0,0,25,0,0
2981,1,1,85,0,0,53,0,0
2982,1,3,111,0,0,59,0,0
2983,1,2,90,0,0,56,0,1
2984,1,2,94,0,188,54,0,0
2985,3,4,63,0,0,48,0,0
2986,2,2,153,1,0,55,1,0
